Program_Combo,ID,Count
"A25120G - Business Administration /General Business Administration, A25800F - Accounting and Finance/Financial Services, A50210 - Computer-Integrated Machining, C25120C10 - Business Administration /Business Foundations Certificate, C25120C11 - Business Administration/Small Business Operations Cert, C25120C22 - Business Administration /Leadership and Mgt Certificate, C25120C9 - Business Administration /Organizational Leadership Cert, C25800C6 - Accounting and Finance/Accounting Foundations Certificate, C25800C7 - Accounting and Finance/Consumer Financial Services Found Cer, C25800C8 - Accounting and Finance/Business Financial Services Cert, C50210C1 - Computer-Integrated Machining/Basic Machining Certificate",[1035683.0],1
"A25120G - Business Administration /General Business Administration, A25800F - Accounting and Finance/Financial Services, C25120C10 - Business Administration /Business Foundations Certificate, C25120C11 - Business Administration/Small Business Operations Cert, C25120C22 - Business Administration /Leadership and Mgt Certificate, C25120C9 - Business Administration /Organizational Leadership Cert",[2981911.0],1
"A25120G - Business Administration /General Business Administration, A35100 - Air Conditioning, Heating & Refrigeration Technology, C25120C10 - Business Administration /Business Foundations Certificate",[2976258.0],1
"A25120G - Business Administration /General Business Administration, A35100 - Air Conditioning, Heating & Refrigeration Technology, C25120C10 - Business Administration /Business Foundations Certificate, C25120C11 - Business Administration/Small Business Operations Cert, C25120C9 - Business Administration /Organizational Leadership Cert, C35100 - Basic A/C, Heating & Refrigeration",[2958440.0],1
"A25120G - Business Administration /General Business Administration, A35100 - Air Conditioning, Heating & Refrigeration Technology, C25120C10 - Business Administration /Business Foundations Certificate, C35100 - Basic A/C, Heating & Refrigeration",[2994234.0],1
"A25120G - Business Administration /General Business Administration, A45630 - Health and Fitness Science, C25120C10 - Business Administration /Business Foundations Certificate",[2966299.0],1
"A25120G - Business Administration /General Business Administration, A55140 - Cosmetology, C25120C10 - Business Administration /Business Foundations Certificate",[2906318.0],1
"A25120G - Business Administration /General Business Administration, A55140 - Cosmetology, C25120C10 - Business Administration /Business Foundations Certificate, C25120C11 - Business Administration/Small Business Operations Cert, C25120C22 - Business Administration /Leadership and Mgt Certificate, C25120C9 - Business Administration /Organizational Leadership Cert",[2854606.0],1
"A25120G - Business Administration /General Business Administration, A55140 - Cosmetology, C55180C4 - Criminal Justice Technology/Essential Law Enforcemnt Op Cert",[2900052.0],1
"A25120G - Business Administration /General Business Administration, A55150 - Culinary Arts, C25120C10 - Business Administration /Business Foundations Certificate, C25120C11 - Business Administration/Small Business Operations Cert, C25120C22 - Business Administration /Leadership and Mgt Certificate, C25120C9 - Business Administration /Organizational Leadership Cert, C55150C4 - Culinary Arts/Food Service Fundamentals Certificate",[2856123.0],1
"A25120G - Business Administration /General Business Administration, A55150 - Culinary Arts, C25120C10 - Business Administration /Business Foundations Certificate, C55150C3 - Culinary Arts/Demi-Chef Certificate, C55150C4 - Culinary Arts/Food Service Fundamentals Certificate",[2970163.0],1
"A25120G - Business Administration /General Business Administration, A55220B - Early Childhood Education/B-K Licensure Transfer, C25120C10 - Business Administration /Business Foundations Certificate, C55220C2 - Early Childhood Education/Child Care Development Certificate, C55220C3 - Early Childhood Education/Child Care Professional Certificat",[2575396.0],1
"A25120G - Business Administration /General Business Administration, A55220G - Early Childhood Education/General Early Childhood Education, C25120C10 - Business Administration /Business Foundations Certificate, C25120C11 - Business Administration/Small Business Operations Cert, C25120C22 - Business Administration /Leadership and Mgt Certificate, C25120C9 - Business Administration /Organizational Leadership Cert, C55220C3 - Early Childhood Education/Child Care Professional Certificat, C55290 - Infant/Toddler Care (Certificate)",[2977566.0],1
"A25120G - Business Administration /General Business Administration, A55260 - Funeral Service Education, C25120C10 - Business Administration /Business Foundations Certificate",[2672313.0],1
"A25120G - Business Administration /General Business Administration, A55260 - Funeral Service Education, C25120C10 - Business Administration /Business Foundations Certificate, C25120C11 - Business Administration/Small Business Operations Cert, C25120C22 - Business Administration /Leadership and Mgt Certificate, C25120C9 - Business Administration /Organizational Leadership Cert",[2954562.0],1
"A25120G - Business Administration /General Business Administration, A60160 - Automotive Systems Technology, C25120C10 - Business Administration /Business Foundations Certificate, C60160C6 - Automotive Systems Technology/Maint & Light Repair I Cert, C60160C7 - Automotive Systems Technology/Maint & Light Repair II Cert",[3006174.0],1
"A25120G - Business Administration /General Business Administration, C25120C10 - Business Administration /Business Foundations Certificate, C25120C11 - Business Administration/Small Business Operations Cert, C25120C12 - Business Administration /Entrepreneurship Certificate, C25120C22 - Business Administration /Leadership and Mgt Certificate, C25120C23 - Business Administration/Operations Leadership Certificate",[2973648.0],1
"A25120G - Business Administration /General Business Administration, C25120C10 - Business Administration /Business Foundations Certificate, C25120C11 - Business Administration/Small Business Operations Cert, C25120C16 - Business Administration /Project Leadership Certificate, C25120C22 - Business Administration /Leadership and Mgt Certificate, C25120C9 - Business Administration /Organizational Leadership Cert",[1112542.0],1
"A25120G - Business Administration /General Business Administration, C25120C10 - Business Administration /Business Foundations Certificate, C25120C11 - Business Administration/Small Business Operations Cert, C25120C19 - Business Administration /Payroll & Benefits Specialist Cert, C25120C22 - Business Administration /Leadership and Mgt Certificate, C25120C9 - Business Administration /Organizational Leadership Cert",[2945674.0],1
"A25120G - Business Administration /General Business Administration, C25120C10 - Business Administration /Business Foundations Certificate, C25120C11 - Business Administration/Small Business Operations Cert, C25120C22 - Business Administration /Leadership and Mgt Certificate, C25120C9 - Business Administration /Organizational Leadership Cert, C25590C17 - Information Technology/Cyber Security Operations Certificate",[2964927.0],1
"A25120G - Business Administration /General Business Administration, C25120C10 - Business Administration /Business Foundations Certificate, C25120C11 - Business Administration/Small Business Operations Cert, C25120C22 - Business Administration /Leadership and Mgt Certificate, C25120C9 - Business Administration /Organizational Leadership Cert, C35140C3 - Building Construction Technology/Intro to Bldg Const Cert",[2988645.0],1
"A25120G - Business Administration /General Business Administration, C25120C10 - Business Administration /Business Foundations Certificate, C25120C11 - Business Administration/Small Business Operations Cert, C25120C22 - Business Administration /Leadership and Mgt Certificate, C25120C9 - Business Administration /Organizational Leadership Cert, C50420C1 - Welding Technology/Basic Welding Certificate",[2907101.0],1
"A25120G - Business Administration /General Business Administration, C25120C10 - Business Administration /Business Foundations Certificate, C25120C11 - Business Administration/Small Business Operations Cert, C25120C22 - Business Administration /Leadership and Mgt Certificate, C25120C9 - Business Administration /Organizational Leadership Cert, C55220C2 - Early Childhood Education/Child Care Development Certificate",[106696.0],1
"A25120G - Business Administration /General Business Administration, C25120C10 - Business Administration /Business Foundations Certificate, C25120C11 - Business Administration/Small Business Operations Cert, C25120C22 - Business Administration /Leadership and Mgt Certificate, C25120C9 - Business Administration /Organizational Leadership Cert, C55220C2 - Early Childhood Education/Child Care Development Certificate, C55220C3 - Early Childhood Education/Child Care Professional Certificat",[2504631.0],1
"A25120G - Business Administration /General Business Administration, C25120C10 - Business Administration /Business Foundations Certificate, C25120C11 - Business Administration/Small Business Operations Cert, C25120C22 - Business Administration /Leadership and Mgt Certificate, C25120C9 - Business Administration /Organizational Leadership Cert, C55230 - Esthetics Technology (Certificate)",[2964498.0],1
"A25120G - Business Administration /General Business Administration, C25120C10 - Business Administration /Business Foundations Certificate, C25120C11 - Business Administration/Small Business Operations Cert, C25120C22 - Business Administration /Leadership and Mgt Certificate, C25120C9 - Business Administration /Organizational Leadership Cert, C60160C7 - Automotive Systems Technology/Maint & Light Repair II Cert, D60160 - Automotive Systems Technology Diploma",[2990070.0],1
"A25120G - Business Administration /General Business Administration, C25120C10 - Business Administration /Business Foundations Certificate, C25120C12 - Business Administration /Entrepreneurship Certificate, C25120C13 - Business Administration /E-Marketing Certificate, C25120C16 - Business Administration /Project Leadership Certificate",[2978772.0],1
"A25120G - Business Administration /General Business Administration, C25120C10 - Business Administration /Business Foundations Certificate, C25120C28 - Business Administration/Entrepreneurship Fundamentals Cert, C25800C4 - Accounting and Finance/Small Business Accounting Certificate",[2929819.0],1
"A25120G - Business Administration /General Business Administration, C25120C10 - Business Administration /Business Foundations Certificate, C25120C9 - Business Administration /Organizational Leadership Cert",[2721968.0],1
"A25120G - Business Administration /General Business Administration, C25120C10 - Business Administration /Business Foundations Certificate, C25310C2 - Medical Office Administration/Medical Coding Spec Cert",[2656561.0],1
"A25120G - Business Administration /General Business Administration, C25120C10 - Business Administration /Business Foundations Certificate, C35130C3 - Electrical Systems Technology/Basic Residential Wiring Cert, D35130 - Electrical System Technology Diploma, D35300 - Plumbing (Diploma)",[1152351.0],1
"A25120G - Business Administration /General Business Administration, C25120C10 - Business Administration /Business Foundations Certificate, C35180C1 - Carpentry/General Contractor's Lic Prep Certificate, D35180 - Carpentry (Diploma)",[2876238.0],1
"A25120G - Business Administration /General Business Administration, C25120C10 - Business Administration /Business Foundations Certificate, D35180 - Carpentry (Diploma)",[2873585.0],1
"A25120G - Business Administration /General Business Administration, C25120C11 - Business Administration/Small Business Operations Cert",[2958810.0],1
"A25120G - Business Administration /General Business Administration, C25120C11 - Business Administration/Small Business Operations Cert, C25120C12 - Business Administration /Entrepreneurship Certificate, C25120C22 - Business Administration /Leadership and Mgt Certificate, C25120C9 - Business Administration /Organizational Leadership Cert",[2724750.0],1
"A25120G - Business Administration /General Business Administration, C25120C11 - Business Administration/Small Business Operations Cert, C25120C17 - Business Administration /Equal Opp & Emp Relations Cert, C25120C19 - Business Administration /Payroll & Benefits Specialist Cert, C25120C22 - Business Administration /Leadership and Mgt Certificate, C25120C9 - Business Administration /Organizational Leadership Cert",[2806119.0],1
"A25120G - Business Administration /General Business Administration, C25120C11 - Business Administration/Small Business Operations Cert, C25120C21 - Business Administration /Govern Procure & Contracting Cert, C25120C22 - Business Administration /Leadership and Mgt Certificate, C25120C9 - Business Administration /Organizational Leadership Cert",[2961864.0],1
"A25120G - Business Administration /General Business Administration, C25120C11 - Business Administration/Small Business Operations Cert, C25120C22 - Business Administration /Leadership and Mgt Certificate",[2602997.0],1
"A25120G - Business Administration /General Business Administration, C25120C11 - Business Administration/Small Business Operations Cert, C25120C22 - Business Administration /Leadership and Mgt Certificate, C25120C9 - Business Administration /Organizational Leadership Cert, C25800C4 - Accounting and Finance/Small Business Accounting Certificate",[2944868.0],1
"A25120G - Business Administration /General Business Administration, C25120C11 - Business Administration/Small Business Operations Cert, C25120C22 - Business Administration /Leadership and Mgt Certificate, C25120C9 - Business Administration /Organizational Leadership Cert, C55230 - Esthetics Technology (Certificate)",[2943644.0],1
"A25120G - Business Administration /General Business Administration, C25120C14 - Business Administration /Sales and Customer Service Cert, C25120C17 - Business Administration /Equal Opp & Emp Relations Cert",[771612.0],1
"A25120G - Business Administration /General Business Administration, C25120C17 - Business Administration /Equal Opp & Emp Relations Cert, C25120C19 - Business Administration /Payroll & Benefits Specialist Cert",[2576998.0],1
"A25120G - Business Administration /General Business Administration, C25310C5 - Medical Office Administration/Patient Services Rep Cert",[1606137.0],1
"A25120H - Business Administration /Human Resources Management, A25120O - Business Administration /Operations Management, C25120C10 - Business Administration /Business Foundations Certificate, C25120C15 - Business Administration /Total Quality Management Cert, C25120C23 - Business Administration/Operations Leadership Certificate",[2929050.0],1
"A25120H - Business Administration /Human Resources Management, A25310C - Medical Office Administration/Med Billing, Coding, and Audit, C25120C10 - Business Administration /Business Foundations Certificate, C25120C17 - Business Administration /Equal Opp & Emp Relations Cert, C25120C19 - Business Administration /Payroll & Benefits Specialist Cert",[2809411.0],1
"A25120H - Business Administration /Human Resources Management, A25310C - Medical Office Administration/Med Billing, Coding, and Audit, C25120C10 - Business Administration /Business Foundations Certificate, D25310 - Medical Office Administration/Admin Clinical Assist Diploma",[1453644.0],1
"A25120H - Business Administration /Human Resources Management, A25490 - Entrepreneurship, C25120C10 - Business Administration /Business Foundations Certificate, C25120C17 - Business Administration /Equal Opp & Emp Relations Cert, C25120C19 - Business Administration /Payroll & Benefits Specialist Cert",[2954642.0],1
"A25120H - Business Administration /Human Resources Management, A25490 - Entrepreneurship, C25120C17 - Business Administration /Equal Opp & Emp Relations Cert, C25120C19 - Business Administration /Payroll & Benefits Specialist Cert",[2553613.0],1
"A25120H - Business Administration /Human Resources Management, A25590B - Information Technology/Database Management, C25120C10 - Business Administration /Business Foundations Certificate, C25120C17 - Business Administration /Equal Opp & Emp Relations Cert, C25120C19 - Business Administration /Payroll & Benefits Specialist Cert",[2994632.0],1
"A25120H - Business Administration /Human Resources Management, A25590U - Information Technology/Cloud Management, C25120C10 - Business Administration /Business Foundations Certificate, C25120C17 - Business Administration /Equal Opp & Emp Relations Cert, C25120C19 - Business Administration /Payroll & Benefits Specialist Cert, C25590C8 - Information Technology/Cisco Networking Certificate",[2965668.0],1
"A25120H - Business Administration /Human Resources Management, A25620T - Supply Chain Management/Truck Operations Management, C25120C10 - Business Administration /Business Foundations Certificate, C25120C17 - Business Administration /Equal Opp & Emp Relations Cert, C25120C19 - Business Administration /Payroll & Benefits Specialist Cert, C25620C1 - Supply Chain Management/Logistics & Distributions Mgmt Cert, C25620C2 - Supply Chain Management/Trucking Logistics Foundations Cert",[2690348.0],1
"A25120H - Business Administration /Human Resources Management, A25620T - Supply Chain Management/Truck Operations Management, C25120C10 - Business Administration /Business Foundations Certificate, C25120C17 - Business Administration /Equal Opp & Emp Relations Cert, C25120C19 - Business Administration /Payroll & Benefits Specialist Cert, C25620C2 - Supply Chain Management/Trucking Logistics Foundations Cert",[2955040.0],1
"A25120H - Business Administration /Human Resources Management, A25800A - Accounting and Finance/Accounting, C25120C10 - Business Administration /Business Foundations Certificate, C25120C17 - Business Administration /Equal Opp & Emp Relations Cert, C25800C1 - Accounting and Finance/Payroll Accounting Certificate, C25800C2 - Accounting and Finance/Tax Preparer Certificate, C25800C3 - Accounting and Finance/Computerized Accounting Certificate, C25800C4 - Accounting and Finance/Small Business Accounting Certificate, C25800C5 - Accounting and Finance/Cost/Managerial Account Certificate, C25800C6 - Accounting and Finance/Accounting Foundations Certificate",[1302049.0],1
"A25120H - Business Administration /Human Resources Management, A35140 - Building Construction Technology, C25120C10 - Business Administration /Business Foundations Certificate, C35140C3 - Building Construction Technology/Intro to Bldg Const Cert",[2787941.0],1
"A25120H - Business Administration /Human Resources Management, A55150 - Culinary Arts, C25120C17 - Business Administration /Equal Opp & Emp Relations Cert, C25120C19 - Business Administration /Payroll & Benefits Specialist Cert, C55150C3 - Culinary Arts/Demi-Chef Certificate, C55150C4 - Culinary Arts/Food Service Fundamentals Certificate",[2659985.0],1
"A25120H - Business Administration /Human Resources Management, A55180 - Criminal Justice Technology, C25120C10 - Business Administration /Business Foundations Certificate, C25120C17 - Business Administration /Equal Opp & Emp Relations Cert, C25120C19 - Business Administration /Payroll & Benefits Specialist Cert, C55180C10 - Criminal Justice Technology/Criminal Just Fundamentals Cert, C55180C4 - Criminal Justice Technology/Essential Law Enforcemnt Op Cert",[448333.0],1
"A25120H - Business Administration /Human Resources Management, A55260 - Funeral Service Education, C25120C10 - Business Administration /Business Foundations Certificate, C25120C18 - Business Administration /Recruitment & Staffing Spec Cert",[2952638.0],1
"A25120H - Business Administration /Human Resources Management, C25120C10 - Business Administration /Business Foundations Certificate, C25120C13 - Business Administration /E-Marketing Certificate, C25120C17 - Business Administration /Equal Opp & Emp Relations Cert, C25120C19 - Business Administration /Payroll & Benefits Specialist Cert, C25120C21 - Business Administration /Govern Procure & Contracting Cert",[2781686.0],1
"A25120H - Business Administration /Human Resources Management, C25120C10 - Business Administration /Business Foundations Certificate, C25120C17 - Business Administration /Equal Opp & Emp Relations Cert",[2948102.0],1
"A25120H - Business Administration /Human Resources Management, C25120C10 - Business Administration /Business Foundations Certificate, C25120C17 - Business Administration /Equal Opp & Emp Relations Cert, C25120C19 - Business Administration /Payroll & Benefits Specialist Cert, C25310C2 - Medical Office Administration/Medical Coding Spec Cert",[2844134.0],1
"A25120H - Business Administration /Human Resources Management, C25120C10 - Business Administration /Business Foundations Certificate, C25120C17 - Business Administration /Equal Opp & Emp Relations Cert, C25120C19 - Business Administration /Payroll & Benefits Specialist Cert, C25590C17 - Information Technology/Cyber Security Operations Certificate",[2941289.0],1
"A25120H - Business Administration /Human Resources Management, C25120C10 - Business Administration /Business Foundations Certificate, C25120C17 - Business Administration /Equal Opp & Emp Relations Cert, C25120C9 - Business Administration /Organizational Leadership Cert",[2988486.0],1
"A25120H - Business Administration /Human Resources Management, C25120C10 - Business Administration /Business Foundations Certificate, C25120C18 - Business Administration /Recruitment & Staffing Spec Cert",[2697806.0],1
"A25120H - Business Administration /Human Resources Management, C25120C10 - Business Administration /Business Foundations Certificate, C25120C18 - Business Administration /Recruitment & Staffing Spec Cert, C25120C19 - Business Administration /Payroll & Benefits Specialist Cert",[2623574.0],1
"A25120H - Business Administration /Human Resources Management, C25120C10 - Business Administration /Business Foundations Certificate, C25120C18 - Business Administration /Recruitment & Staffing Spec Cert, C25590C9 - Information Technology/Computer Technologies Certificate",[2624243.0],1
"A25120H - Business Administration /Human Resources Management, C25120C10 - Business Administration /Business Foundations Certificate, C25120C19 - Business Administration /Payroll & Benefits Specialist Cert, C25370C1 - Office Management/Basic Office Management Certificate",[2986358.0],1
"A25120H - Business Administration /Human Resources Management, C25120C10 - Business Administration /Business Foundations Certificate, C55290 - Infant/Toddler Care (Certificate), C55860 - Early Childhood Preschool",[2995486.0],1
"A25120H - Business Administration /Human Resources Management, C25120C11 - Business Administration/Small Business Operations Cert, C25120C17 - Business Administration /Equal Opp & Emp Relations Cert, C25120C19 - Business Administration /Payroll & Benefits Specialist Cert, C25120C22 - Business Administration /Leadership and Mgt Certificate, C25120C9 - Business Administration /Organizational Leadership Cert",[2952047.0],1
"A25120H - Business Administration /Human Resources Management, C25120C17 - Business Administration /Equal Opp & Emp Relations Cert",[1340464.0],1
"A25120H - Business Administration /Human Resources Management, C25120C17 - Business Administration /Equal Opp & Emp Relations Cert, C25120C18 - Business Administration /Recruitment & Staffing Spec Cert",[2899418.0],1
"A25120H - Business Administration /Human Resources Management, C25120C19 - Business Administration /Payroll & Benefits Specialist Cert",[2939935.0],1
"A25120H - Business Administration /Human Resources Management, C25120C19 - Business Administration /Payroll & Benefits Specialist Cert, C25120C26 - Business Administration/Marketing Analytics Certificate, C25620C3 - Supply Chain Management/Supply Chain Analytics Certificate",[2644146.0],1
"A25120M - Business Administration /Marketing, A25120O - Business Administration /Operations Management, C25120C10 - Business Administration /Business Foundations Certificate, C25120C15 - Business Administration /Total Quality Management Cert, C25120C23 - Business Administration/Operations Leadership Certificate, C25310C5 - Medical Office Administration/Patient Services Rep Cert, C25310C6 - Medical Office Administration/Electronic Billing Spec Cert, C25310C7 - Medical Office Administration/Healthcare Doucment Spec Cert",[2882676.0],1
"A25120M - Business Administration /Marketing, A25120O - Business Administration /Operations Management, C25120C13 - Business Administration /E-Marketing Certificate, C25120C14 - Business Administration /Sales and Customer Service Cert, C25120C15 - Business Administration /Total Quality Management Cert, C25120C23 - Business Administration/Operations Leadership Certificate",[2944853.0],1
"A25120M - Business Administration /Marketing, A25200G - Healthcare Management Technology/General Healthcare Mgt Tech, C25120C13 - Business Administration /E-Marketing Certificate, C25120C14 - Business Administration /Sales and Customer Service Cert, C25120C24 - Business Administration/Project Management Certificate, C25200C1 - Healthcare Management Technology/HC Access Cust Serv Sp Cert, C25200C2 - Healthcare Management Technology/HC Access Financial Sp Cert",[2554814.0],1
"A25120M - Business Administration /Marketing, A25450P - Simulation and Game Development/Game &Interactive Programmer, C25120C10 - Business Administration /Business Foundations Certificate, C25450C1 - Simulation and Game Development/Sgd Basics Certificate, C25450C3 - Simulation and Game Development/Sg Programming Cert",[3007279.0],1
"A25120M - Business Administration /Marketing, A25490 - Entrepreneurship, C25120C10 - Business Administration /Business Foundations Certificate",[2840729.0],1
"A25120M - Business Administration /Marketing, A25490 - Entrepreneurship, C25120C10 - Business Administration /Business Foundations Certificate, C25120C12 - Business Administration /Entrepreneurship Certificate, C25120C13 - Business Administration /E-Marketing Certificate",[2935308.0],1
"A25120M - Business Administration /Marketing, A25490 - Entrepreneurship, C25120C10 - Business Administration /Business Foundations Certificate, C25120C13 - Business Administration /E-Marketing Certificate, C25120C14 - Business Administration /Sales and Customer Service Cert",[2758882.0],1
"A25120M - Business Administration /Marketing, A25590E - Information Technology/MultiMedia & Interact Entertainment, C25120C10 - Business Administration /Business Foundations Certificate, C25120C14 - Business Administration /Sales and Customer Service Cert, C30100C5 - Graphic Design/Digital Illustration Certificate, C30100C6 - Graphic Design/Illustration Basics Certificate",[2824404.0],1
"A25120M - Business Administration /Marketing, A25590I - Information Technology/User Interface and Experience Design, C25120C10 - Business Administration /Business Foundations Certificate, C25590C32 - Information Technology/UI-UX Certificate",[844727.0],1
"A25120M - Business Administration /Marketing, A25590S - Information Technology/Systems Security & Analysis, C25120C10 - Business Administration /Business Foundations Certificate, C25120C13 - Business Administration /E-Marketing Certificate, C25120C14 - Business Administration /Sales and Customer Service Cert",[2734643.0],1
"A25120M - Business Administration /Marketing, A25590S - Information Technology/Systems Security & Analysis, C25120C13 - Business Administration /E-Marketing Certificate, C25120C14 - Business Administration /Sales and Customer Service Cert, C25590C21 - Information Technology/Network Defense Spec Certificate",[2602096.0],1
"A25120M - Business Administration /Marketing, A25620D - Supply Chain Management/Distribution Management, C25120C10 - Business Administration /Business Foundations Certificate, C25120C13 - Business Administration /E-Marketing Certificate, C25120C14 - Business Administration /Sales and Customer Service Cert, C25620C1 - Supply Chain Management/Logistics & Distributions Mgmt Cert",[2973867.0],1
"A25120M - Business Administration /Marketing, A25620T - Supply Chain Management/Truck Operations Management, C15240C3 - Horticulture Technology/Viticulture Certificate, C25120C10 - Business Administration /Business Foundations Certificate, C25120C14 - Business Administration /Sales and Customer Service Cert, C25120C20 - Business Administration /Nonprofit & Commun Leadership Cert, C25620C2 - Supply Chain Management/Trucking Logistics Foundations Cert",[2915912.0],1
"A25120M - Business Administration /Marketing, A25800A - Accounting and Finance/Accounting, C25120C10 - Business Administration /Business Foundations Certificate",[2999357.0],1
"A25120M - Business Administration /Marketing, A25800F - Accounting and Finance/Financial Services, C25120C10 - Business Administration /Business Foundations Certificate, C25120C13 - Business Administration /E-Marketing Certificate, C25120C14 - Business Administration /Sales and Customer Service Cert, C25800C7 - Accounting and Finance/Consumer Financial Services Found Cer, C25800C8 - Accounting and Finance/Business Financial Services Cert",[2788939.0],1
"A25120M - Business Administration /Marketing, A30100 - Graphic Design, C25120C10 - Business Administration /Business Foundations Certificate, C30100C1 - Graphic Design/Digital Graphic Certificate, C30100C5 - Graphic Design/Digital Illustration Certificate, C30100C6 - Graphic Design/Illustration Basics Certificate",[2988761.0],1
"A25120M - Business Administration /Marketing, A30100 - Graphic Design, C25310C5 - Medical Office Administration/Patient Services Rep Cert, C25310C6 - Medical Office Administration/Electronic Billing Spec Cert, C25310C7 - Medical Office Administration/Healthcare Doucment Spec Cert, C30100C1 - Graphic Design/Digital Graphic Certificate, C30100C2 - Graphic Design/Graphic Design Basics Certificate, C30100C4 - Graphic DesignAdobe Applications Certificate, C30100C5 - Graphic Design/Digital Illustration Certificate, C30100C6 - Graphic Design/Illustration Basics Certificate",[2689992.0],1
"A25120M - Business Administration /Marketing, A45740 - Surgical Technology, C25120C10 - Business Administration /Business Foundations Certificate",[2879073.0],1
"A25120M - Business Administration /Marketing, A60160 - Automotive Systems Technology, C60160C6 - Automotive Systems Technology/Maint & Light Repair I Cert, C60160C7 - Automotive Systems Technology/Maint & Light Repair II Cert",[2868740.0],1
"A25120M - Business Administration /Marketing, C25120C10 - Business Administration /Business Foundations Certificate, C25120C11 - Business Administration/Small Business Operations Cert, C25120C13 - Business Administration /E-Marketing Certificate, C25120C14 - Business Administration /Sales and Customer Service Cert, C25120C22 - Business Administration /Leadership and Mgt Certificate, C25120C9 - Business Administration /Organizational Leadership Cert",[2864718.0],1
"A25120M - Business Administration /Marketing, C25120C10 - Business Administration /Business Foundations Certificate, C25120C13 - Business Administration /E-Marketing Certificate, C25120C14 - Business Administration /Sales and Customer Service Cert, C25120C16 - Business Administration /Project Leadership Certificate",[3001059.0],1
"A25120M - Business Administration /Marketing, C25120C10 - Business Administration /Business Foundations Certificate, C25120C13 - Business Administration /E-Marketing Certificate, C25120C14 - Business Administration /Sales and Customer Service Cert, C25310C5 - Medical Office Administration/Patient Services Rep Cert",[1871767.0],1
"A25120M - Business Administration /Marketing, C25120C10 - Business Administration /Business Foundations Certificate, C25120C13 - Business Administration /E-Marketing Certificate, C25120C14 - Business Administration /Sales and Customer Service Cert, C25310C5 - Medical Office Administration/Patient Services Rep Cert, C25310C6 - Medical Office Administration/Electronic Billing Spec Cert, C25310C7 - Medical Office Administration/Healthcare Doucment Spec Cert",[2949697.0],1
"A25120M - Business Administration /Marketing, C25120C10 - Business Administration /Business Foundations Certificate, C25120C13 - Business Administration /E-Marketing Certificate, C25120C14 - Business Administration /Sales and Customer Service Cert, C35180C1 - Carpentry/General Contractor's Lic Prep Certificate, D35180 - Carpentry (Diploma)",[2715144.0],1
"A25120M - Business Administration /Marketing, C25120C10 - Business Administration /Business Foundations Certificate, C25120C13 - Business Administration /E-Marketing Certificate, C25120C19 - Business Administration /Payroll & Benefits Specialist Cert",[2986617.0],1
"A25120M - Business Administration /Marketing, C25120C10 - Business Administration /Business Foundations Certificate, C25120C24 - Business Administration/Project Management Certificate",[2998425.0],1
"A25120M - Business Administration /Marketing, C25120C10 - Business Administration /Business Foundations Certificate, C30100C1 - Graphic Design/Digital Graphic Certificate, C30100C5 - Graphic Design/Digital Illustration Certificate, C30100C6 - Graphic Design/Illustration Basics Certificate",[2868133.0],1
"A25120M - Business Administration /Marketing, C25120C11 - Business Administration/Small Business Operations Cert, C25120C13 - Business Administration /E-Marketing Certificate, C25120C14 - Business Administration /Sales and Customer Service Cert, C25120C22 - Business Administration /Leadership and Mgt Certificate, C25120C9 - Business Administration /Organizational Leadership Cert",[2952321.0],1
"A25120M - Business Administration /Marketing, C25120C13 - Business Administration /E-Marketing Certificate, C25120C14 - Business Administration /Sales and Customer Service Cert, C25590C27 - Information Technology/Intro To iOS Devel Using Swift Cert, C25590C3 - Information Technology/Mobile Application Development Cert",[2580582.0],1
"A25120M - Business Administration /Marketing, C25120C22 - Business Administration /Leadership and Mgt Certificate, C25120C9 - Business Administration /Organizational Leadership Cert",[2871737.0],1
"A25120O - Business Administration /Operations Management, A25310C - Medical Office Administration/Med Billing, Coding, and Audit, C25120C15 - Business Administration /Total Quality Management Cert, C25120C17 - Business Administration /Equal Opp & Emp Relations Cert, C25120C19 - Business Administration /Payroll & Benefits Specialist Cert, C25120C23 - Business Administration/Operations Leadership Certificate",[2934624.0],1
"A25120O - Business Administration /Operations Management, A25490 - Entrepreneurship, C25120C10 - Business Administration /Business Foundations Certificate, C25120C15 - Business Administration /Total Quality Management Cert, C25120C23 - Business Administration/Operations Leadership Certificate, C25310C3 - Medical Office Administration/Dental Office Spec Certificate",[2918738.0],1
"A25120O - Business Administration /Operations Management, A35100 - Air Conditioning, Heating & Refrigeration Technology, C25120C10 - Business Administration /Business Foundations Certificate, C25120C15 - Business Administration /Total Quality Management Cert, C25120C16 - Business Administration /Project Leadership Certificate, C25120C23 - Business Administration/Operations Leadership Certificate, C35100 - Basic A/C, Heating & Refrigeration",[3012283.0],1
"A25120O - Business Administration /Operations Management, C25120C10 - Business Administration /Business Foundations Certificate, C25120C11 - Business Administration/Small Business Operations Cert, C25120C15 - Business Administration /Total Quality Management Cert, C25120C23 - Business Administration/Operations Leadership Certificate",[2987787.0],1
"A25120O - Business Administration /Operations Management, C25120C10 - Business Administration /Business Foundations Certificate, C25120C11 - Business Administration/Small Business Operations Cert, C25120C22 - Business Administration /Leadership and Mgt Certificate, C25120C9 - Business Administration /Organizational Leadership Cert",[2771088.0],1
